gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	direction	se_from_moderated_t	low	high	label
HMOX1	2.87802503979631	6.63938173873119	24.915305520998	0.00000000000000000000000000000000000000000000000000000000000000000000000896442460810372	0.00000000000000000000000000000000000000000000000000000000000000000000280724404458387	152.962149740473	up_in_hematoma	0.115512331862469	2.65162086934587	3.10442921024675	FDR = 2.81e-69
STAT3	0.566333074036199	8.6876181626324	10.5588888573239	0.000000000000000000000498495563006028	0.00000000000000000000493365179172822	38.5062136984253	up_in_hematoma	0.0536356695944739	0.46120716163103	0.671458986441368	FDR = 4.93e-21
NLRP3	0.493087905562673	7.16366934083377	4.14541439942379	0.0000455246402396035	0.000101181516150369	0.167692806055781	up_in_hematoma	0.118947795817762	0.259950225759859	0.726225585365487	FDR = 0.000101
TLR4	-0.172930673218768	8.1181146040976	-2.31188879373736	0.0215410929047271	0.0320089265902703	-5.54712617123964	down_in_hematoma	0.0748006018659796	-0.319539852876088	-0.026321493561448	FDR = 0.032
