gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	direction	significance
SPTSSA	0.92314690084139	7.13317925501352	1.87415570363533	0.0859204149145683	0.512823853412742	-4.37128591085142	up_in_PH	not_FDR_significant
MRPL17	0.703797592273038	6.50666641705227	1.87366094608591	0.085927205477768	0.512823853412742	-4.37178144727836	up_in_PH	not_FDR_significant
SUMO2	0.549316519994953	7.53333397512256	1.87342593079338	0.0859596654521491	0.512823853412742	-4.37210832422568	up_in_PH	not_FDR_significant
VN1R5	-0.129327223784591	2.56113185922872	-1.87311304503768	0.0860058480792813	0.512823853412742	-4.37255269890503	down_in_PH	not_FDR_significant
UNC79	-0.794993416810145	5.62413747024282	-1.87315983632912	0.0860494864292082	0.512823853412742	-4.37264406473462	down_in_PH	not_FDR_significant
NFKB2	0.392421482114407	3.70438045575528	1.8729010060446	0.0860663874411474	0.512823853412742	-4.37294502105857	up_in_PH	not_FDR_significant
NFS1	-0.475899538191698	6.27988847008581	-1.87258457110983	0.0860839034128965	0.512823853412742	-4.37330317763417	down_in_PH	not_FDR_significant
MKKS	-0.698043492631303	7.85515952080287	-1.87254597525345	0.0860918211469874	0.512823853412742	-4.37336488574476	down_in_PH	not_FDR_significant
SEPSECS	0.492886033672385	3.14375651516749	1.87346435320489	0.0861489249819538	0.512823853412742	-4.37266230518192	up_in_PH	not_FDR_significant
PCDHB5	-0.690069266384734	6.46600580173804	-1.87202729274249	0.0861684980950041	0.512823853412742	-4.37410133819628	down_in_PH	not_FDR_significant
RAB3B	-1.45132736624718	4.14848816289252	-1.87317071024062	0.0861922801874392	0.512823853412742	-4.37307879775999	down_in_PH	not_FDR_significant
CDRT4	-0.609974990486841	6.06189458585328	-1.87170387204887	0.0862141258409582	0.512823853412742	-4.37455361153108	down_in_PH	not_FDR_significant
TVP23C-CDRT4	-0.609974990486841	6.06189458585328	-1.87170387204887	0.0862141258409582	0.512823853412742	-4.37455361153108	down_in_PH	not_FDR_significant
SOCS1	0.406898399005529	3.38296727015131	1.87240767617652	0.0862334751737621	0.512823853412742	-4.37393853170984	up_in_PH	not_FDR_significant
ADIG	-0.391951811462595	4.84313514393481	-1.87145320473206	0.086251222996982	0.512823853412742	-4.37490946019475	down_in_PH	not_FDR_significant
ADORA3	1.00046435636657	5.97456960361569	1.87222917388536	0.0863006298221354	0.512823853412742	-4.37431839757865	up_in_PH	not_FDR_significant
TMIGD3	1.00046435636657	5.97456960361569	1.87222917388536	0.0863006298221354	0.512823853412742	-4.37431839757865	up_in_PH	not_FDR_significant
LOC100131532	0.195918827915945	3.20561392687607	1.8707597022507	0.0863539328048102	0.512823853412742	-4.37589383587235	up_in_PH	not_FDR_significant
AACS	-1.03392440529571	7.58252012796918	-1.87156847540331	0.0863949001917248	0.512823853412742	-4.37524453909095	down_in_PH	not_FDR_significant
TRUB1	-0.87442728561142	6.53091436117219	-1.87078970018951	0.0864000676370992	0.512823853412742	-4.37600791156607	down_in_PH	not_FDR_significant
NFYA	0.323474537684283	2.78084513174484	1.87167446741017	0.0864135039892326	0.512823853412742	-4.37520051138015	up_in_PH	not_FDR_significant
TANC1	0.923846677471767	9.31020726630095	1.87062801142742	0.0864739364381708	0.512823853412742	-4.37639166619748	up_in_PH	not_FDR_significant
APC2	-0.767635525478815	5.5360133517782	-1.87013456082106	0.0864779022713735	0.512823853412742	-4.37687772387106	down_in_PH	not_FDR_significant
GBP3	1.0137667732773	5.11027723256628	1.87122925638346	0.0864794297213552	0.512823853412742	-4.37583167036195	up_in_PH	not_FDR_significant
RPL19	0.753591944706088	10.4456103622712	1.87007375683051	0.0864848853666926	0.512823853412742	-4.37695769668938	up_in_PH	not_FDR_significant
ADH1B	-0.357656358430551	2.74313803271629	-1.87118075260967	0.0864866148114359	0.512823853412742	-4.37590042783716	down_in_PH	not_FDR_significant
LTB	0.749311476211912	5.16929599379868	1.86994715788781	0.0865250068217814	0.512823853412742	-4.37720318853632	up_in_PH	not_FDR_significant
DOC2A	-0.736821574988245	4.57418540957966	-1.87065040740373	0.0865344004860953	0.512823853412742	-4.37655702019074	down_in_PH	not_FDR_significant
METTL15	-0.468075348880269	4.53325264291692	-1.86950340215053	0.0865424952912788	0.512823853412742	-4.37768343371334	down_in_PH	not_FDR_significant
SLC7A2	-1.01887624840389	8.07525047119238	-1.87026136317459	0.0865744566054191	0.512876150194797	-4.37705410459649	down_in_PH	not_FDR_significant
TMEM196	-1.32038497926936	3.41772783218463	-1.87010700181678	0.0866458141480994	0.513161744064939	-4.37742231741792	down_in_PH	not_FDR_significant
CLEC2D	0.220951970410737	2.94176585655303	1.86825074462197	0.0867286668283094	0.513515247395824	-4.37946040127901	up_in_PH	not_FDR_significant
TATDN1	0.509258653694755	7.66253307078591	1.86779037028226	0.0867949624115316	0.513770554536404	-4.3801065186023	up_in_PH	not_FDR_significant
TASOR	-0.775984283081145	9.33969835531097	-1.86781295438614	0.086820870902292	0.513786723481583	-4.38016424107375	down_in_PH	not_FDR_significant
HUNK	-0.784076730694787	4.1968076816937	-1.86856956599895	0.0868742272986649	0.51379047147117	-4.37960065813612	down_in_PH	not_FDR_significant
KCNE1	0.155584147563803	2.56706444420081	1.86714536105561	0.0868910356164479	0.51379047147117	-4.38102116967782	up_in_PH	not_FDR_significant
LOC102723475	0.155584147563803	2.56706444420081	1.86714536105561	0.0868910356164479	0.51379047147117	-4.38102116967782	up_in_PH	not_FDR_significant
RAD51D	-0.475212967691359	3.26460093648224	-1.86797311186397	0.0869629889032018	0.514078810134981	-4.38044551360739	down_in_PH	not_FDR_significant
TMEM9B	0.621850214295922	4.53229238368323	1.86656399413518	0.087028351682856	0.514111876833965	-4.3820000190719	up_in_PH	not_FDR_significant
MOGAT2	0.294726793496599	3.92847068163611	1.8661915395338	0.0870332836747012	0.514111876833965	-4.38237343946301	up_in_PH	not_FDR_significant
OR7D2	-0.847651313994853	3.49566435854652	-1.86738862103412	0.0870500504550458	0.514111876833965	-4.3812732931053	down_in_PH	not_FDR_significant
PDCD5	-0.510155730413215	5.25431269817181	-1.86600351957027	0.0870613490452321	0.514111876833965	-4.38263996173429	down_in_PH	not_FDR_significant
TSPO	0.660719494737063	5.92367044693863	1.86517519973768	0.0871873081236544	0.514610430232924	-4.38382070650624	up_in_PH	not_FDR_significant
PSMC4	0.61558494993779	6.02142227796693	1.86512760476182	0.0871922038954738	0.514610430232924	-4.38388141169585	up_in_PH	not_FDR_significant
MICAL1	0.682501885708923	5.70035701033529	1.86455017427696	0.0872807850574183	0.514996125406667	-4.38470638537597	up_in_PH	not_FDR_significant
ZNF629	-0.49709876465799	7.04090407441967	-1.86431544255757	0.0873136947445957	0.51505321583241	-4.3850322421993	down_in_PH	not_FDR_significant
CTC1	0.610249604464119	5.63116752579877	1.86382543664253	0.0873892889989617	0.515244090704175	-4.38573317236778	up_in_PH	not_FDR_significant
CMAHP	0.889359670867826	4.2824049277883	1.86509448272802	0.0873925379397192	0.515244090704175	-4.38452109523179	up_in_PH	not_FDR_significant
RBM12	0.820102567521493	5.98850957822591	1.86363544139731	0.0874662141571859	0.51554135480896	-4.38614876188032	up_in_PH	not_FDR_significant
ABCC8	-0.516096029339111	5.52818104163306	-1.8628388924779	0.0875349662374601	0.515694673551035	-4.38712386168034	down_in_PH	not_FDR_significant
ZNF324	-0.377472024865235	5.72817652166985	-1.86251665333549	0.087583323928187	0.515694673551035	-4.38758022136394	down_in_PH	not_FDR_significant
TRPC7	0.132642177593121	2.58890637542034	1.86248514964732	0.0875880529204991	0.515694673551035	-4.38762483520436	up_in_PH	not_FDR_significant
SMG8	-0.812677800903365	6.17916101327658	-1.86252490349958	0.0876113985454941	0.515694673551035	-4.38765679812761	down_in_PH	not_FDR_significant
CTNNA1	0.860439889278216	7.61253975337888	1.8626270960469	0.087617440994498	0.515694673551035	-4.38757648013359	up_in_PH	not_FDR_significant
MAP4K4	1.35656572602889	7.4128929793001	1.86349662839033	0.0876318041892255	0.515694673551035	-4.38678199279139	up_in_PH	not_FDR_significant
SLC25A46	-0.691762538583575	9.15403047079904	-1.8618772533173	0.0876815704397255	0.515708335241716	-4.38849230532949	down_in_PH	not_FDR_significant
NAMPT	2.33314099559804	6.09655610243255	1.86282373844701	0.0877327428581405	0.515708335241716	-4.38773381414796	up_in_PH	not_FDR_significant
CIRSR	-0.449591670964226	4.8903326414599	-1.86138405567138	0.0877534834463445	0.515708335241716	-4.3891839068006	down_in_PH	not_FDR_significant
LYN	1.28688913643593	6.42740929377849	1.86246432967196	0.0877867003645926	0.515708335241716	-4.38824213727699	up_in_PH	not_FDR_significant
SF3B6	0.574556842295085	8.03575746021599	1.86105867309783	0.0878024240223352	0.515708335241716	-4.38964453667651	up_in_PH	not_FDR_significant
PBX1	-0.974344839259962	7.80956987998966	-1.86157339512921	0.0878329793095757	0.515708335241716	-4.38923965392149	down_in_PH	not_FDR_significant
CCNQ	-0.668734625098081	7.05120370621387	-1.86080289241195	0.0878431350645925	0.515708335241716	-4.39001325713827	down_in_PH	not_FDR_significant
FGFR2	-0.798743394159764	4.33070954417258	-1.86180248231006	0.0878861416951849	0.515708335241716	-4.38917808032349	down_in_PH	not_FDR_significant
CIRBP-AS1	0.32591117100083	4.33887315354841	1.86042827438748	0.0878973126263744	0.515708335241716	-4.39053684899432	up_in_PH	not_FDR_significant
GALNT10	0.60209189863032	5.52822381117223	1.86035488157657	0.087910587950209	0.515708335241716	-4.39064736655994	up_in_PH	not_FDR_significant
DAB1	-1.4308218812744	5.24784363196375	-1.86153115125045	0.0879269383530123	0.515708335241716	-4.3895617315442	down_in_PH	not_FDR_significant
SBF2-AS1	0.335424643761495	3.06527607960741	1.86076494938655	0.0879704498418144	0.515708335241716	-4.3904306128926	up_in_PH	not_FDR_significant
PXYLP1	-0.832955163518164	8.11345613158442	-1.86008634075791	0.0879781523671944	0.515708335241716	-4.39110836000541	down_in_PH	not_FDR_significant
CCDC144NL-AS1	-0.153429307955502	2.36770910768661	-1.85983724760239	0.0879885820971314	0.515708335241716	-4.39137992385097	down_in_PH	not_FDR_significant
LOC339260	-0.153429307955502	2.36770910768661	-1.85983724760239	0.0879885820971314	0.515708335241716	-4.39137992385097	down_in_PH	not_FDR_significant
SLC2A5	0.858320184274663	6.93181497071721	1.86004124693123	0.0880063439290604	0.515708335241716	-4.39123601231455	up_in_PH	not_FDR_significant
LINC01106	-0.767896963617292	4.22632049849856	-1.86001203813356	0.0881556674674778	0.516298056273656	-4.39170917874187	down_in_PH	not_FDR_significant
MLEC	0.480996161949675	8.03501585451156	1.85866205101716	0.0881636649910778	0.516298056273656	-4.3930360777159	up_in_PH	not_FDR_significant
CARD6	0.390342786688642	4.16158878476342	1.8585894560811	0.0881768513646725	0.516298056273656	-4.39314537938832	up_in_PH	not_FDR_significant
SGPL1	0.60061539579269	7.97750150815127	1.8583971128958	0.0882036818784298	0.516318780005554	-4.39341086514089	up_in_PH	not_FDR_significant
IFIT1	-0.964788951058432	7.10123460188283	-1.85864150715566	0.0882675839012892	0.516556441373754	-4.39336447625275	down_in_PH	not_FDR_significant
BCR	-1.08170993932314	6.78283594388794	-1.85894596374524	0.088316507360086	0.516706343404167	-4.39321567660822	down_in_PH	not_FDR_significant
GINS1	-0.961465190395748	4.62813147764172	-1.85848338450302	0.0883863803935225	0.516978701995675	-4.39386922465178	down_in_PH	not_FDR_significant
CASP8	0.43824774394242	4.13224255759685	1.85697058198663	0.0884216569910593	0.517048613077764	-4.395434973927	up_in_PH	not_FDR_significant
GNG11	0.867098078379516	7.21554658024787	1.85670966253398	0.0885097209167527	0.517326879207163	-4.39594714141932	up_in_PH	not_FDR_significant
NAA10	0.528749603705533	6.64304389463279	1.85633365985536	0.0885159172154804	0.517326879207163	-4.39632894753034	up_in_PH	not_FDR_significant
TMEM61	-0.204817207417285	3.43347504170842	-1.85564358066647	0.0886205621800172	0.517660010299529	-4.39730447371556	down_in_PH	not_FDR_significant
BOLA1	-0.423956595312231	4.68678146403178	-1.85563928298138	0.0886212142421282	0.517660010299529	-4.39731054853599	down_in_PH	not_FDR_significant
HLCS	0.322424757264242	4.45933846489794	1.85549589722674	0.0886429718105834	0.517660010299529	-4.39751322163464	up_in_PH	not_FDR_significant
LINC00632	-0.727040038736849	4.21887601822946	-1.85651305170747	0.0886845656187018	0.517766513203946	-4.39665206369546	down_in_PH	not_FDR_significant
RAB36	-0.398415851113088	5.84592794287852	-1.85487177857685	0.08873773315811	0.517940513072402	-4.39839530930242	down_in_PH	not_FDR_significant
CDH8	-1.68223414384868	5.39658522764856	-1.85597749964006	0.0887657729857029	0.517948897394791	-4.39740820476807	down_in_PH	not_FDR_significant
PHIP	1.06326516065725	6.22593444709871	1.85576790761908	0.0887975724910058	0.517948897394791	-4.39770409593325	up_in_PH	not_FDR_significant
PRKAG2-AS2	0.25469692951352	3.11652032245918	1.85441570461539	0.0888092637584626	0.517948897394791	-4.39904631528448	up_in_PH	not_FDR_significant
COX7C	0.402192797119708	6.47396040133722	1.85417601218221	0.0888434816208792	0.518012177951512	-4.39937848179608	up_in_PH	not_FDR_significant
MARF1	-0.529614033668546	8.38737187796096	-1.85365818977504	0.0889222590765897	0.518335166765669	-4.40011008405551	down_in_PH	not_FDR_significant
GPC3	0.258792495064251	3.14609365946109	1.85344376244349	0.0889571251133755	0.51840208977742	-4.40041950223773	up_in_PH	not_FDR_significant
DNAH17-AS1	0.296948042309702	3.097677615716	1.85355057174027	0.0889894555887828	0.518430253635683	-4.40041040730993	up_in_PH	not_FDR_significant
ZNF521	-0.931917940766498	4.91617587136328	-1.85429148108488	0.0890218715217578	0.518430253635683	-4.39978796159857	down_in_PH	not_FDR_significant
SSTR4	-0.216928750968204	3.05505095649284	-1.85285429842657	0.0890469092427455	0.518430253635683	-4.40125213545848	down_in_PH	not_FDR_significant
ABHD14A	-0.732042561310833	6.62729406877087	-1.85271213269727	0.0890685755334241	0.518430253635683	-4.40145292811799	down_in_PH	not_FDR_significant
IFI44	0.562509936184571	6.01409152062684	1.85255916560717	0.0890896666808782	0.518430253635683	-4.4016624900851	up_in_PH	not_FDR_significant
EIF2B2	0.482829724233684	7.60909325709004	1.85237742804561	0.0891173772621418	0.518430253635683	-4.40191915503702	up_in_PH	not_FDR_significant
CPO	-0.250323070152625	2.95200810783112	-1.85238624760134	0.0891256629648857	0.518430253635683	-4.40193469802127	down_in_PH	not_FDR_significant
NUP133	-0.404490331625037	4.47297138944422	-1.85134260818219	0.0892753117549427	0.518847595716274	-4.40338037019798	down_in_PH	not_FDR_significant
TIGAR	0.863967171479944	5.65436021272094	1.85170572615998	0.0893208642567336	0.518847595716274	-4.40316040235166	up_in_PH	not_FDR_significant
SLX1A-SULT1A3	-0.683066432214874	5.5768454459712	-1.85082610267318	0.0893564638378912	0.518847595716274	-4.40411598677689	down_in_PH	not_FDR_significant
SLX1B-SULT1A4	-0.683066432214874	5.5768454459712	-1.85082610267318	0.0893564638378912	0.518847595716274	-4.40411598677689	down_in_PH	not_FDR_significant
SULT1A3	-0.683066432214874	5.5768454459712	-1.85082610267318	0.0893564638378912	0.518847595716274	-4.40411598677689	down_in_PH	not_FDR_significant
SULT1A4	-0.683066432214874	5.5768454459712	-1.85082610267318	0.0893564638378912	0.518847595716274	-4.40411598677689	down_in_PH	not_FDR_significant
IL6R-AS1	0.278089632239149	2.45319344990909	1.85203475768455	0.0893657106224372	0.518847595716274	-4.40297154163923	up_in_PH	not_FDR_significant
SLC25A48	-1.0635757702423	5.57058780582537	-1.85191066865464	0.089384652112976	0.518847595716274	-4.40314653839152	down_in_PH	not_FDR_significant
TCF19	-0.267165240954177	3.62234789351851	-1.85016671647606	0.0894550856853448	0.519120507715373	-4.40504028165564	down_in_PH	not_FDR_significant
LOC105374423	-0.201837800766079	2.48760360584074	-1.85015369236798	0.0895039153045439	0.519267938882787	-4.40519372882547	down_in_PH	not_FDR_significant
NR1D2	-0.701385757975897	7.58765867973797	-1.84914055733235	0.0896144656335191	0.51971805710746	-4.40649479539808	down_in_PH	not_FDR_significant
FAM177A1	0.681291992014209	9.96732351622632	1.84904971902616	0.0896283892241889	0.51971805710746	-4.40662296408627	up_in_PH	not_FDR_significant
C1orf21	-1.31458443258399	6.17978846365326	-1.84982447374865	0.0897036457107879	0.519847617848298	-4.40608771071204	down_in_PH	not_FDR_significant
LY6H	-1.59435400356467	4.52044318565338	-1.84982051658252	0.0897042517721622	0.519847617848298	-4.40609328803568	down_in_PH	not_FDR_significant
PDZRN4	-1.32813964650397	5.10027613379046	-1.84936474306475	0.089774080887477	0.519847617848298	-4.40673562562891	down_in_PH	not_FDR_significant
PCBD2	-0.455484092827224	6.49030323020484	-1.84790004220562	0.0898025511212202	0.519847617848298	-4.40823844783382	down_in_PH	not_FDR_significant
PQBP1	0.56518276939343	5.66744900401984	1.84783607065228	0.0898123752990494	0.519847617848298	-4.4083286795722	up_in_PH	not_FDR_significant
GRK4	-0.60689441219463	3.26292312514263	-1.84895555619712	0.0898368145963154	0.519847617848298	-4.40731223877062	down_in_PH	not_FDR_significant
PIGY	0.485338163194307	6.06849448888399	1.84766705690015	0.0898383356178649	0.519847617848298	-4.40856706544386	up_in_PH	not_FDR_significant
PYURF	0.485338163194307	6.06849448888399	1.84766705690015	0.0898383356178649	0.519847617848298	-4.40856706544386	up_in_PH	not_FDR_significant
LTBP2	0.494366472463651	5.01457050892638	1.84685074171597	0.0899638167721161	0.520390370665597	-4.40971828268003	up_in_PH	not_FDR_significant
DNAAF10	-0.670065829231964	5.88331374576028	-1.84676600018162	0.0899790820444439	0.520390370665597	-4.40984413225509	down_in_PH	not_FDR_significant
CATSPER1	0.224416933727536	3.4385840465245	1.84628445688151	0.0900509577054325	0.520592180132845	-4.41051673944664	up_in_PH	not_FDR_significant
SLC25A53	0.224376122081321	2.79224166968845	1.8462647566238	0.0900609441902499	0.520592180132845	-4.41056430070943	up_in_PH	not_FDR_significant
SCYL2	-0.831513684631888	6.854014334699	-1.84609625114775	0.0901093757769905	0.520736350944819	-4.41086578593119	down_in_PH	not_FDR_significant
LOC101929154	-0.172285252774291	2.50867535381103	-1.84513282328571	0.0902306407807537	0.521120565927551	-4.41214647018895	down_in_PH	not_FDR_significant
LINC00051	-0.0913743684595971	2.37754019311028	-1.84506683120612	0.0902385880521819	0.521120565927551	-4.41223315776723	down_in_PH	not_FDR_significant
PILRA	0.483360743864526	3.33346236338013	1.84592683571744	0.0903023988903223	0.521120565927551	-4.41157820467192	up_in_PH	not_FDR_significant
FGFR1	1.17899328352755	5.57907297471546	1.84585273191738	0.0903138178171782	0.521120565927551	-4.4116825357339	up_in_PH	not_FDR_significant
OR7E37P	0.862629522506726	7.47154807718339	1.84478415039016	0.0903331295893267	0.521120565927551	-4.4127756735609	up_in_PH	not_FDR_significant
RSL24D1	0.705605974438015	7.38813140538417	1.84435121658052	0.0903512579220874	0.521120565927551	-4.41324795617751	up_in_PH	not_FDR_significant
OAZ2	0.427096135557931	5.65467895064698	1.84405623169364	0.0903945864090019	0.521120565927551	-4.41365730353101	up_in_PH	not_FDR_significant
TMEM41A	-0.499172721978868	6.14388881867027	-1.84400936928912	0.0904018261346644	0.521120565927551	-4.41372333276712	down_in_PH	not_FDR_significant
SGMS1	-0.91945974508939	7.03220042029459	-1.84445481564271	0.090414771031596	0.521120565927551	-4.41332663944777	down_in_PH	not_FDR_significant
LOC101928961	0.168642544003823	2.15747283986048	1.84424721684312	0.0904160246206652	0.521120565927551	-4.4135320618977	up_in_PH	not_FDR_significant
DNTTIP2	0.410341361955858	8.47036977787221	1.84379116581343	0.0904355431088508	0.521120565927551	-4.41403077066647	up_in_PH	not_FDR_significant
LINC00460	-0.354687053502117	3.46511093698076	-1.84383920969364	0.0904596258307351	0.521120565927551	-4.41405195370333	down_in_PH	not_FDR_significant
PRNT	-0.13357690038061	2.53346605732395	-1.84349411250065	0.0904814623897124	0.521120565927551	-4.41444927417101	down_in_PH	not_FDR_significant
TMEM50A	0.588570234124681	9.26199700324989	1.84329748245302	0.0905118696310088	0.52116029246239	-4.41472627740057	up_in_PH	not_FDR_significant
ZNF385C	-0.180118011679721	3.07491072252743	-1.84298955154269	0.0905595073039842	0.52129918408588	-4.41516004570668	down_in_PH	not_FDR_significant
RAPGEF2	-0.88165765541628	10.0899899692101	-1.84306472307523	0.0906490993661262	0.521582098554173	-4.41533874445971	down_in_PH	not_FDR_significant
AOPEP	1.68061096511312	6.02757343174362	1.84347871005082	0.0906803352899747	0.521582098554173	-4.41502380534338	up_in_PH	not_FDR_significant
GYS2	0.111625805707559	2.27096107069749	1.84208951771166	0.0906988753882208	0.521582098554173	-4.41642766983474	up_in_PH	not_FDR_significant
GPNMB	1.72217750590655	4.84400301080783	1.84331027623213	0.0907063905548844	0.521582098554173	-4.41526078110133	up_in_PH	not_FDR_significant
ADAMTS19	-0.466090372850263	3.74883969810939	-1.84256604582646	0.0907262979080157	0.521582098554173	-4.41604067806419	down_in_PH	not_FDR_significant
TRDC	0.325940702199765	3.2745931860117	1.84160646779778	0.0908247263991432	0.521841507045849	-4.4172504971616	up_in_PH	not_FDR_significant
MLIP	-1.32226762145625	3.81554373670644	-1.84232534110467	0.0908588878931501	0.521841507045849	-4.4166463020949	down_in_PH	not_FDR_significant
TMEM139	0.900289980393406	4.62041414269346	1.84217063155529	0.0908828627179784	0.521841507045849	-4.41686389976567	up_in_PH	not_FDR_significant
CATSPERE	-0.534748322854167	2.81461627299336	-1.84203923608281	0.0909032291542869	0.521841507045849	-4.41704869907764	down_in_PH	not_FDR_significant
ZNF605	-0.684442152593671	4.96465511743801	-1.84093618458175	0.0909287311363332	0.521841507045849	-4.4181938884379	down_in_PH	not_FDR_significant
PFDN5	0.645038606849353	8.59544511609078	1.84040289872573	0.090962802642355	0.521841507045849	-4.41880850576038	up_in_PH	not_FDR_significant
CEP162	-0.699853133443035	4.71331170520167	-1.84103706758415	0.0909633664669093	0.521841507045849	-4.41819224938873	down_in_PH	not_FDR_significant
ANXA2P1	0.367828245046272	3.35904889187336	1.84044207492061	0.0910525534536609	0.521841507045849	-4.41902031444592	up_in_PH	not_FDR_significant
LRRC73	-0.402942843894393	3.91674750789241	-1.83979947786557	0.0910565954592575	0.521841507045849	-4.41965778571	down_in_PH	not_FDR_significant
DNAAF2	-0.524117872064081	3.50692036563351	-1.84100924220962	0.0910630230835281	0.521841507045849	-4.41849708682898	down_in_PH	not_FDR_significant
MARK2	0.254372127697568	3.6095754270537	1.83965821175378	0.0910763319130453	0.521841507045849	-4.41985037895981	up_in_PH	not_FDR_significant
GRIK1-AS1	0.126402758680459	2.75521807610698	1.83960677324582	0.0910843330515238	0.521841507045849	-4.41992276727786	up_in_PH	not_FDR_significant
MAP3K4	-0.438324578643691	7.93690866177544	-1.83926779131701	0.0911370768567081	0.521841507045849	-4.42039978335049	down_in_PH	not_FDR_significant
CSNK1G1	-0.852940897699583	6.18916794238609	-1.83957938215523	0.0911395911173862	0.521841507045849	-4.42010298406009	down_in_PH	not_FDR_significant
ST7	-0.614281448559162	5.90108700992763	-1.8390064473629	0.0911799938444902	0.521841507045849	-4.42077371289827	down_in_PH	not_FDR_significant
ST7-OT3	-0.614281448559162	5.90108700992763	-1.8390064473629	0.0911799938444902	0.521841507045849	-4.42077371289827	down_in_PH	not_FDR_significant
TPSAB1	0.361731001564134	4.33309572488314	1.83889254016067	0.0911954963073219	0.521841507045849	-4.42092778491792	up_in_PH	not_FDR_significant
TPSB2	0.361731001564134	4.33309572488314	1.83889254016067	0.0911954963073219	0.521841507045849	-4.42092778491792	up_in_PH	not_FDR_significant
WDR17	-1.25490537305485	6.4750863120185	-1.84000745192318	0.0912186863859015	0.521841507045849	-4.41990541827551	down_in_PH	not_FDR_significant
ZBTB4	-0.43514587055652	10.4390430432723	-1.83847953146187	0.0912598331943788	0.52194220388364	-4.4215088497168	down_in_PH	not_FDR_significant
BRD4	-0.701146408635096	6.63764536134777	-1.83789661114503	0.0913529433053077	0.522306853176607	-4.42233502407997	down_in_PH	not_FDR_significant
GALNT13	0.862890855297169	5.9231586379005	1.83829335834793	0.0913707134887622	0.522306853176607	-4.42199708682222	up_in_PH	not_FDR_significant
SPRYD7	-1.07693909376768	4.43122047837469	-1.83868967888302	0.0914238169879921	0.522475683163138	-4.42175736728226	down_in_PH	not_FDR_significant
SI	0.103790209573572	2.1022979271219	1.83710707839155	0.0914739247180179	0.522575650153737	-4.42343928161552	up_in_PH	not_FDR_significant
IGLL1	-0.175897940172786	2.58316994760913	-1.83669329380672	0.0915407967288449	0.522575650153737	-4.42402729652389	down_in_PH	not_FDR_significant
CKMT2	0.833180226489897	6.04739279514707	1.83698267288323	0.0915443831944563	0.522575650153737	-4.42375468410559	up_in_PH	not_FDR_significant
LOC100422526	0.233527367494399	2.46047125393583	1.83758715089432	0.0915460320648901	0.522575650153737	-4.42316942786085	up_in_PH	not_FDR_significant
ATP6V0B	0.644223342560103	7.63379096828003	1.83657568027682	0.0915591765245902	0.522575650153737	-4.42419267046912	up_in_PH	not_FDR_significant
DLX2	-0.983023235409181	3.11066080870162	-1.83762527292977	0.0915898132396589	0.522615953641379	-4.42325274895203	down_in_PH	not_FDR_significant
FES	0.386734304633791	4.13568940021837	1.83575702878609	0.091687202320673	0.523037030634246	-4.42534360835702	up_in_PH	not_FDR_significant
CRNDE	1.50133814850631	6.23861075331585	1.83674106509546	0.0917279154007501	0.523134661333632	-4.42449463411216	up_in_PH	not_FDR_significant
PART1	-1.31294914196067	4.21433556167163	-1.83634716152011	0.091789499079125	0.523351238576657	-4.42504778005595	down_in_PH	not_FDR_significant
TEX261	0.564042921895612	5.22628803531329	1.83460258838956	0.0918680169944846	0.523542294218548	-4.42696618105941	up_in_PH	not_FDR_significant
LINC01511	-0.322930628168324	3.60914217809574	-1.83458839537372	0.0918702419934208	0.523542294218548	-4.42698612615354	down_in_PH	not_FDR_significant
CALML6	0.211684001553174	3.01487675674925	1.8341109387112	0.0919451200227971	0.523779229763823	-4.42765703785269	up_in_PH	not_FDR_significant
KRTCAP2	0.544508534430054	9.15371500610034	1.8338850927356	0.0919783209272443	0.523779229763823	-4.42796826839785	up_in_PH	not_FDR_significant
GPR173	-0.351855008175146	5.13385960846887	-1.8338571765846	0.0919827021594444	0.523779229763823	-4.42800749085731	down_in_PH	not_FDR_significant
PKDCC	-0.932562951054114	5.99247607003185	-1.83422401701465	0.0920498108201294	0.523884671036352	-4.42783163054218	down_in_PH	not_FDR_significant
TRO	-0.971684024891602	5.56507118682464	-1.83442677171176	0.0920902748898645	0.523884671036352	-4.42774365095375	down_in_PH	not_FDR_significant
CD38	0.407784041841926	4.18146127145282	1.8330631145798	0.0921096411518489	0.523884671036352	-4.42912910181703	up_in_PH	not_FDR_significant
PEG3-AS1	-0.620719711112713	8.6539467882223	-1.83276425643792	0.0921543767410218	0.523884671036352	-4.42954281204585	down_in_PH	not_FDR_significant
LINC00511	-0.579500547335948	5.94195124727779	-1.83275287677151	0.0921561657735026	0.523884671036352	-4.42955879558109	down_in_PH	not_FDR_significant
LINC00673	-0.579500547335948	5.94195124727779	-1.83275287677151	0.0921561657735026	0.523884671036352	-4.42955879558109	down_in_PH	not_FDR_significant
PRPF19	-0.806590841792188	7.96378715169598	-1.83287409376764	0.0921666463840569	0.523884671036352	-4.42946865785409	down_in_PH	not_FDR_significant
NEUROD1	-1.10453611519134	4.0255884929363	-1.83281951344391	0.0923426950516414	0.524672879191958	-4.42999883195916	down_in_PH	not_FDR_significant
PLEKHA8	-0.57275380838011	6.74293196866933	-1.83150429077655	0.0923526513265527	0.524672879191958	-4.43131221042204	down_in_PH	not_FDR_significant
