gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	direction
SLX1B	-0.777642345502493	4.72891694592435	-9.89461942461296	0.0000000000000000000693212605727856	0.000000000000000000592871537377752	34.0419794093902	down_in_hematoma
SLX1A	-0.777642345502493	4.72891694592435	-9.89461942461296	0.0000000000000000000693212605727856	0.000000000000000000592871537377752	34.0419794093902	down_in_hematoma
FCER1G	0.702418413992117	9.8312898291719	9.89486351771063	0.0000000000000000000697713027185774	0.000000000000000000596302953185434	33.4965432348812	up_in_hematoma
PPP1R2	0.612147235161399	6.6836059789551	9.89252828156151	0.0000000000000000000706405328858159	0.000000000000000000603309670024105	33.7598797975289	up_in_hematoma
RPL8	0.588579897087346	7.9373247579049	9.8828491470661	0.0000000000000000000761855155293726	0.000000000000000000650212230021124	33.4990069391916	up_in_hematoma
F13A1	-1.99542411224828	3.985213212429	-9.88268207758761	0.0000000000000000000762787214039391	0.000000000000000000650553089739042	33.7460694409156	down_in_hematoma
WRAP73	-1.86787098100012	3.92793139395389	-9.87626400697313	0.0000000000000000000799463810185978	0.000000000000000000681357398032194	34.1448353757479	down_in_hematoma
DTX3L	-0.771629580567883	5.85260774843278	-9.86777316783775	0.0000000000000000000848809278666993	0.000000000000000000722908488170153	33.7647542293091	down_in_hematoma
PPT1	-1.02972917753014	9.06086162266621	-9.86149183066285	0.0000000000000000000890675323436014	0.000000000000000000758036078405856	33.3083616175425	down_in_hematoma
ADI1	-1.22926274853004	4.72026116032947	-9.85796148182582	0.0000000000000000000913962009640205	0.000000000000000000777313232850684	33.7662798766646	down_in_hematoma
JPH4	-1.89438598897198	-1.47658510398079	-9.85482263587446	0.0000000000000000000934394366168294	0.000000000000000000794137675296686	34.1628039771643	down_in_hematoma
TRAF3IP2	0.998970137507716	4.53794526625273	9.85397968209921	0.000000000000000000093815182549859	0.000000000000000000796776651238823	33.8611153385192	up_in_hematoma
DHRS12	-1.49685531985329	3.92521646789315	-9.85055859273379	0.0000000000000000000964775317730319	0.00000000000000000081881869044061	33.9567449285403	down_in_hematoma
TMEM189	1.4618650505707	2.88619464807343	9.84987684835858	0.0000000000000000000969593641930081	0.00000000000000000082233660756195	33.7332901872139	up_in_hematoma
PPP2R5C	-0.813175990898462	5.25799736380793	-9.84726224758829	0.0000000000000000000986674189983997	0.000000000000000000836242323544382	33.650046114916	down_in_hematoma
HRH1	1.97007632869902	-0.948677422166028	9.8456747368467	0.0000000000000000000999825104000002	0.000000000000000000846800554448823	34.1061162042905	up_in_hematoma
MEA1	0.742407936174351	5.26052715738042	9.8422911009844	0.000000000000000000101879642825287	0.000000000000000000862270324203206	33.5907103642317	up_in_hematoma
RAP1GAP2	-1.6121557746816	5.06251342818055	-9.8236041244705	0.00000000000000000011746734230525	0.000000000000000000993510146519402	33.6165067794507	down_in_hematoma
LRRC37A4P	-1.13948651202827	3.90490792445621	-9.82215936513352	0.00000000000000000011836946127918	0.00000000000000000100044721841012	33.7019281846854	down_in_hematoma
SIVA1	0.865104402349356	4.6655023654346	9.82090318405195	0.000000000000000000119610957440643	0.00000000000000000101024109489804	33.493981575817	up_in_hematoma
CHMP2B	0.738468134217551	5.95801943487213	9.81815860869605	0.00000000000000000012222941908954	0.00000000000000000103164332780964	33.3366559749762	up_in_hematoma
UCP2	-1.1897013388641	7.18459978713868	-9.8135158593651	0.000000000000000000126440647111345	0.00000000000000000106645001600197	33.0957135344203	down_in_hematoma
FHAD1	2.2747629229594	-0.250433976342753	9.81257023150459	0.000000000000000000127315895690111	0.00000000000000000107309112081665	33.8607171069601	up_in_hematoma
FAM101B	1.28594305626381	5.16244839620697	9.80506152387846	0.000000000000000000134482859306007	0.00000000000000000113271666255466	33.3976571757101	up_in_hematoma
RNF168	0.932720142045862	6.58580373913887	9.80225396527112	0.000000000000000000137264406114259	0.00000000000000000115534816807267	33.1295920802478	up_in_hematoma
NAV1	1.67210045300704	1.23017911077465	9.79671862705809	0.000000000000000000142917006928696	0.0000000000000000012020903009384	33.6555230721103	up_in_hematoma
YKT6	1.00933629720044	4.26897389610866	9.79584490358006	0.000000000000000000143014591604314	0.0000000000000000012020903009384	33.4688832716052	up_in_hematoma
LY86	-0.932636123564269	2.06244015666711	-9.79613962372619	0.000000000000000000143521476039293	0.00000000000000000120552117391189	33.2349937135997	down_in_hematoma
DCAF8	-0.685181412218931	5.30319315449762	-9.78913452212921	0.000000000000000000149839053290699	0.00000000000000000125772120813698	33.2337876615344	down_in_hematoma
SLC19A1	-1.00368300267971	7.01720424631382	-9.78783067867602	0.000000000000000000152480926108776	0.00000000000000000127814085692575	33.0605162632345	down_in_hematoma
TMEM33	-0.761147558085748	7.17478619302817	-9.78783055501637	0.000000000000000000152481063501254	0.00000000000000000127814085692575	32.961465146698	down_in_hematoma
MTMR11	-1.14204264681233	2.11147229867261	-9.78238843996397	0.000000000000000000158648236414306	0.00000000000000000132892380749514	33.313601015343	down_in_hematoma
REPS2	-1.45464523882973	3.16249525579749	-9.78125177878819	0.0000000000000000001599672932419	0.00000000000000000133905452526616	33.4823144761075	down_in_hematoma
CHCHD2	0.561135925575962	6.62966568273765	9.77932689866305	0.0000000000000000001609411804177	0.00000000000000000134628399756258	32.9277130252201	up_in_hematoma
LOC100507140	2.17492564401746	0.0375838751505388	9.77813627206251	0.000000000000000000163638864196781	0.00000000000000000136791338017473	33.5976584806056	up_in_hematoma
CFLAR	-0.553774822108008	8.56026627226321	-9.77595302444728	0.000000000000000000165161958494197	0.00000000000000000137970109376856	32.7814745485347	down_in_hematoma
UBA6	1.08084328395423	4.36854888419714	9.77269278507922	0.000000000000000000170255978565321	0.00000000000000000142128247861809	33.2034952623057	up_in_hematoma
TGFBI	1.14335532763091	4.12563002418028	9.77227136989262	0.000000000000000000170779203366411	0.00000000000000000142467651005053	32.8006795910991	up_in_hematoma
POLD3	-1.65925082571483	3.49383454956772	-9.77042411907651	0.000000000000000000173091646278299	0.00000000000000000144298175835964	33.355562690063	down_in_hematoma
SLC12A9	-1.1847616207225	3.44648571286809	-9.76281729459263	0.000000000000000000181505501663231	0.00000000000000000151209187708939	33.3773672803708	down_in_hematoma
MAP4K1	-1.82320239035934	-0.359027977700317	-9.7515198919788	0.000000000000000000198620254000114	0.00000000000000000165354407778009	33.3726915021259	down_in_hematoma
LOC729737	-0.751344655809135	7.16080020661698	-9.75134781074419	0.000000000000000000198869031472697	0.00000000000000000165448738513355	32.7660085759051	down_in_hematoma
HPS5	1.96381988703437	2.92005202281228	9.75124888502444	0.00000000000000000019901218829558	0.00000000000000000165455129724569	33.2157258404556	up_in_hematoma
ZAK	1.0733758571475	4.94363742294965	9.74580623789814	0.000000000000000000207048134559469	0.00000000000000000172018970569714	32.9328380160301	up_in_hematoma
MPZL3	-1.41012728066022	2.24291462410185	-9.74273231617867	0.000000000000000000210071697316216	0.00000000000000000174412348016516	33.2705929175201	down_in_hematoma
HNRNPA3	0.557600070748902	6.62418857687315	9.73597214303799	0.000000000000000000220657823124274	0.00000000000000000183077037623421	32.6310939966069	up_in_hematoma
EPHB6	-2.43779662626454	2.52492852582276	-9.73536683531904	0.000000000000000000223374652493291	0.00000000000000000185205338146678	33.2027036353406	down_in_hematoma
RNF135	-0.78200151454464	6.26009465479528	-9.7288891985224	0.000000000000000000234141818298329	0.00000000000000000194000951619911	32.6511051753956	down_in_hematoma
GARS	1.07700424302923	5.41049480885113	9.72773122425292	0.000000000000000000236120228858415	0.00000000000000000195507549494767	32.6542678340202	up_in_hematoma
NEU4	2.47862645082286	-1.70199022753125	9.7196226022914	0.000000000000000000250447041794078	0.00000000000000000207229655923514	33.1987369100673	up_in_hematoma
SBNO1	0.702726934976661	6.75880294223483	9.71575153208703	0.000000000000000000257588032232068	0.00000000000000000212994085148968	32.4913594966976	up_in_hematoma
TPPP3	-2.26717096338889	0.267656920388686	-9.71525124297241	0.000000000000000000258525558167994	0.00000000000000000213624671306205	33.1096200011398	down_in_hematoma
DPY30	-0.985476383187154	4.30138929828365	-9.71421189885962	0.000000000000000000259439118558099	0.00000000000000000214234614939153	32.853806977937	down_in_hematoma
LINC00656	2.08808336726659	-0.0116137523881863	9.71010045041151	0.000000000000000000268377307251973	0.00000000000000000221465679288402	33.0890164434463	up_in_hematoma
FAM96B	0.705691057312678	4.59402700025096	9.70730742099999	0.000000000000000000271756701784125	0.00000000000000000224102943881804	32.7038353903123	up_in_hematoma
MEF2A	-0.770114826725032	5.00664029438591	-9.70703940289753	0.000000000000000000272286119650703	0.00000000000000000224388014797168	32.6997255506162	down_in_hematoma
KRAS	0.881263889091879	4.41057599917951	9.70627337512979	0.000000000000000000273804915139076	0.00000000000000000225487486756138	32.8282656172007	up_in_hematoma
MSL3	-0.912356287629141	6.55515925987163	-9.70548195472242	0.000000000000000000277527615256767	0.00000000000000000228399242933348	32.4820109611966	down_in_hematoma
ARL6IP6	-1.56993294605629	3.64214072732935	-9.70479091525535	0.000000000000000000278923124860687	0.00000000000000000229393139658153	32.908201042557	down_in_hematoma
CABLES1	2.0948047648286	-2.22267253991798	9.70072513165939	0.000000000000000000287276021410665	0.00000000000000000236103771836369	33.0711041309153	up_in_hematoma
HORMAD1	-2.46533225958632	-0.236306215051522	-9.69906222563438	0.000000000000000000290763536279096	0.00000000000000000238809352291634	33.043442891271	down_in_hematoma
TM9SF2	-0.616003307293296	7.9937470290999	-9.68567695036906	0.000000000000000000320411333791716	0.00000000000000000262982770134289	32.1406104885828	down_in_hematoma
PSMD12	0.982219617527071	5.17744767265689	9.68537338711111	0.000000000000000000321117430546778	0.00000000000000000263385304181854	32.4785087038251	up_in_hematoma
PTPN11	0.697694264045878	4.67727964259928	9.67645539734176	0.000000000000000000339943298150681	0.00000000000000000278639429551293	32.5098189695588	up_in_hematoma
CD53	0.770258610147868	10.6083631170106	9.6760623236543	0.000000000000000000343542474537945	0.00000000000000000281400686890136	31.8670712375458	up_in_hematoma
LNPEP	-1.2566391332078	4.24323592404292	-9.67477099255439	0.000000000000000000346772987236299	0.00000000000000000283856467367086	32.5788113297621	down_in_hematoma
TESC	-1.97933434944162	2.17441469034469	-9.6741532039971	0.000000000000000000348329158349854	0.00000000000000000284939317543655	32.7595675474411	down_in_hematoma
CCNH	0.718134121212017	6.0816294376885	9.67383570260241	0.000000000000000000349131621518201	0.00000000000000000285404584578433	32.2454886909145	up_in_hematoma
PRICKLE1	-2.40724871606997	-1.2777143077845	-9.67199251067192	0.000000000000000000353826572082776	0.00000000000000000289049091963006	32.8464134094331	down_in_hematoma
ACTA2	-1.70506212220946	2.81766333152175	-9.67102077796475	0.000000000000000000356326948770743	0.00000000000000000290897127362105	32.7651666318718	down_in_hematoma
ID2	0.791800056166791	7.16750830792071	9.66877762726459	0.000000000000000000362166052337248	0.00000000000000000295466532878745	32.0538619915772	up_in_hematoma
UBAC2	-0.798040669056628	5.55635823933218	-9.66864560185563	0.000000000000000000362512671879107	0.00000000000000000295551886626137	32.2885706231448	down_in_hematoma
KIAA0922	-0.875762288121101	5.66546496097456	-9.66662053905086	0.000000000000000000367870752164645	0.00000000000000000299720179865698	32.3121662663463	down_in_hematoma
BMP6	2.73565060768846	-1.74811535401623	9.66591352631319	0.000000000000000000369759893327436	0.00000000000000000301058505147198	32.8248960060536	up_in_hematoma
GATAD2A	0.67675344005132	5.44053593180538	9.65885402499579	0.00000000000000000038619865849272	0.00000000000000000314233458772258	32.3075503091639	up_in_hematoma
LAMTOR4	-0.685613223888198	7.09690521441733	-9.65525091808747	0.000000000000000000399447262262091	0.00000000000000000324796898402591	32.0359989163202	down_in_hematoma
PADI2	-1.44456320300843	7.01733286187853	-9.65444365636062	0.000000000000000000401788981323567	0.00000000000000000326483621350946	32.12885962693	down_in_hematoma
